Tabelloon,Jonger dan de AOW-leeftijd,,,AOW-leeftijd en ouder,,,,,
" 7,906.50 "," 3,194.75 "," 3,124.08 ", 70.67 ," 2,651.67 "," 2,615.00 ", 36.67 ," 2,665.58 "," 2,628.92 ", 36.67 
" 7,911.00 "," 3,197.00 "," 3,126.58 ", 70.42 ," 2,653.92 "," 2,617.33 ", 36.58 ," 2,667.83 "," 2,631.25 ", 36.58 
" 7,915.50 "," 3,199.25 "," 3,129.08 ", 70.17 ," 2,656.17 "," 2,619.75 ", 36.42 ," 2,670.08 "," 2,633.67 ", 36.42 
" 7,920.00 "," 3,201.42 "," 3,131.50 ", 69.92 ," 2,658.33 "," 2,622.08 ", 36.25 ," 2,672.25 "," 2,636.00 ", 36.25 
" 7,924.50 "," 3,203.67 "," 3,134.00 ", 69.67 ," 2,660.58 "," 2,624.42 ", 36.17 ," 2,674.50 "," 2,638.33 ", 36.17 
" 7,929.00 "," 3,205.92 "," 3,136.58 ", 69.33 ," 2,662.83 "," 2,626.83 ", 36.00 ," 2,676.75 "," 2,640.75 ", 36.00 
" 7,933.50 "," 3,208.08 "," 3,139.00 ", 69.08 ," 2,665.00 "," 2,629.17 ", 35.83 ," 2,678.92 "," 2,643.08 ", 35.83 
" 7,938.00 "," 3,210.33 "," 3,141.50 ", 68.83 ," 2,667.25 "," 2,631.50 ", 35.75 ," 2,681.17 "," 2,645.42 ", 35.75 
" 7,942.50 "," 3,212.58 "," 3,144.00 ", 68.58 ," 2,669.50 "," 2,633.92 ", 35.58 ," 2,683.42 "," 2,647.83 ", 35.58 
" 7,947.00 "," 3,214.83 "," 3,146.50 ", 68.33 ," 2,671.75 "," 2,636.33 ", 35.42 ," 2,685.67 "," 2,650.25 ", 35.42 
" 7,951.50 "," 3,217.00 "," 3,148.92 ", 68.08 ," 2,673.92 "," 2,638.58 ", 35.33 ," 2,687.83 "," 2,652.50 ", 35.33 
" 7,956.00 "," 3,219.25 "," 3,151.50 ", 67.75 ," 2,676.17 "," 2,641.00 ", 35.17 ," 2,690.08 "," 2,654.92 ", 35.17 
" 7,960.50 "," 3,221.50 "," 3,154.00 ", 67.50 ," 2,678.42 "," 2,643.33 ", 35.08 ," 2,692.33 "," 2,657.25 ", 35.08 
" 7,965.00 "," 3,223.75 "," 3,156.50 ", 67.25 ," 2,680.67 "," 2,645.75 ", 34.92 ," 2,694.58 "," 2,659.67 ", 34.92 
" 7,969.50 "," 3,225.92 "," 3,158.92 ", 67.00 ," 2,682.83 "," 2,648.08 ", 34.75 ," 2,696.75 "," 2,662.00 ", 34.75 
" 7,974.00 "," 3,228.17 "," 3,161.42 ", 66.75 ," 2,685.08 "," 2,650.42 ", 34.67 ," 2,699.00 "," 2,664.33 ", 34.67 
" 7,978.50 "," 3,230.42 "," 3,163.92 ", 66.50 ," 2,687.33 "," 2,652.83 ", 34.50 ," 2,701.25 "," 2,666.75 ", 34.50 
" 7,983.00 "," 3,232.67 "," 3,166.50 ", 66.17 ," 2,689.58 "," 2,655.25 ", 34.33 ," 2,703.50 "," 2,669.17 ", 34.33 
" 7,987.50 "," 3,234.83 "," 3,168.92 ", 65.92 ," 2,691.75 "," 2,657.50 ", 34.25 ," 2,705.67 "," 2,671.42 ", 34.25 
" 7,992.00 "," 3,237.08 "," 3,171.42 ", 65.67 ," 2,694.00 "," 2,659.92 ", 34.08 ," 2,707.92 "," 2,673.83 ", 34.08 
" 7,996.50 "," 3,239.33 "," 3,173.92 ", 65.42 ," 2,696.25 "," 2,662.33 ", 33.92 ," 2,710.17 "," 2,676.25 ", 33.92 
" 8,001.00 "," 3,241.50 "," 3,176.33 ", 65.17 ," 2,698.42 "," 2,664.58 ", 33.83 ," 2,712.33 "," 2,678.50 ", 33.83 
" 8,005.50 "," 3,243.75 "," 3,178.83 ", 64.92 ," 2,700.67 "," 2,667.00 ", 33.67 ," 2,714.58 "," 2,680.92 ", 33.67 
" 8,010.00 "," 3,246.00 "," 3,181.42 ", 64.58 ," 2,702.92 "," 2,669.33 ", 33.58 ," 2,716.83 "," 2,683.25 ", 33.58 
" 8,014.50 "," 3,248.25 "," 3,183.92 ", 64.33 ," 2,705.17 "," 2,671.75 ", 33.42 ," 2,719.08 "," 2,685.67 ", 33.42 
" 8,019.00 "," 3,250.42 "," 3,186.33 ", 64.08 ," 2,707.33 "," 2,674.08 ", 33.25 ," 2,721.25 "," 2,688.00 ", 33.25 
" 8,023.50 "," 3,252.67 "," 3,188.83 ", 63.83 ," 2,709.58 "," 2,676.42 ", 33.17 ," 2,723.50 "," 2,690.33 ", 33.17 
" 8,028.00 "," 3,254.92 "," 3,191.33 ", 63.58 ," 2,711.83 "," 2,678.83 ", 33.00 ," 2,725.75 "," 2,692.75 ", 33.00 
" 8,032.50 "," 3,257.17 "," 3,193.83 ", 63.33 ," 2,714.08 "," 2,681.25 ", 32.83 ," 2,728.00 "," 2,695.17 ", 32.83 
" 8,037.00 "," 3,259.33 "," 3,196.25 ", 63.08 ," 2,716.25 "," 2,683.50 ", 32.75 ," 2,730.17 "," 2,697.42 ", 32.75 
" 8,041.50 "," 3,261.58 "," 3,198.83 ", 62.75 ," 2,718.50 "," 2,685.92 ", 32.58 ," 2,732.42 "," 2,699.83 ", 32.58 
" 8,046.00 "," 3,263.83 "," 3,201.33 ", 62.50 ," 2,720.75 "," 2,688.33 ", 32.42 ," 2,734.67 "," 2,702.25 ", 32.42 
" 8,050.50 "," 3,266.00 "," 3,203.75 ", 62.25 ," 2,722.92 "," 2,690.58 ", 32.33 ," 2,736.83 "," 2,704.50 ", 32.33 
" 8,055.00 "," 3,268.25 "," 3,206.25 ", 62.00 ," 2,725.17 "," 2,693.00 ", 32.17 ," 2,739.08 "," 2,706.92 ", 32.17 
" 8,059.50 "," 3,270.50 "," 3,208.75 ", 61.75 ," 2,727.42 "," 2,695.33 ", 32.08 ," 2,741.33 "," 2,709.25 ", 32.08 
" 8,064.00 "," 3,272.75 "," 3,211.25 ", 61.50 ," 2,729.67 "," 2,697.75 ", 31.92 ," 2,743.58 "," 2,711.67 ", 31.92 
" 8,068.50 "," 3,274.92 "," 3,213.75 ", 61.17 ," 2,731.83 "," 2,700.08 ", 31.75 ," 2,745.75 "," 2,714.00 ", 31.75 
" 8,073.00 "," 3,277.17 "," 3,216.25 ", 60.92 ," 2,734.08 "," 2,702.42 ", 31.67 ," 2,748.00 "," 2,716.33 ", 31.67 
" 8,077.50 "," 3,279.42 "," 3,218.75 ", 60.67 ," 2,736.33 "," 2,704.83 ", 31.50 ," 2,750.25 "," 2,718.75 ", 31.50 
" 8,082.00 "," 3,281.67 "," 3,221.25 ", 60.42 ," 2,738.58 "," 2,707.25 ", 31.33 ," 2,752.50 "," 2,721.17 ", 31.33 
" 8,086.50 "," 3,283.83 "," 3,223.67 ", 60.17 ," 2,740.75 "," 2,709.50 ", 31.25 ," 2,754.67 "," 2,723.42 ", 31.25 
" 8,091.00 "," 3,286.08 "," 3,226.17 ", 59.92 ," 2,743.00 "," 2,711.92 ", 31.08 ," 2,756.92 "," 2,725.83 ", 31.08 
" 8,095.50 "," 3,288.33 "," 3,228.75 ", 59.58 ," 2,745.25 "," 2,714.33 ", 30.92 ," 2,759.17 "," 2,728.25 ", 30.92 
" 8,100.00 "," 3,290.50 "," 3,231.17 ", 59.33 ," 2,747.42 "," 2,716.58 ", 30.83 ," 2,761.33 "," 2,730.50 ", 30.83 
" 8,104.50 "," 3,292.75 "," 3,233.67 ", 59.08 ," 2,749.67 "," 2,719.00 ", 30.67 ," 2,763.58 "," 2,732.92 ", 30.67 
" 8,109.00 "," 3,295.00 "," 3,236.17 ", 58.83 ," 2,751.92 "," 2,721.33 ", 30.58 ," 2,765.83 "," 2,735.25 ", 30.58 
" 8,113.50 "," 3,297.25 "," 3,238.67 ", 58.58 ," 2,754.17 "," 2,723.75 ", 30.42 ," 2,768.08 "," 2,737.67 ", 30.42 
" 8,118.00 "," 3,299.42 "," 3,241.08 ", 58.33 ," 2,756.33 "," 2,726.08 ", 30.25 ," 2,770.25 "," 2,740.00 ", 30.25 
" 8,122.50 "," 3,301.67 "," 3,243.67 ", 58.00 ," 2,758.58 "," 2,728.42 ", 30.17 ," 2,772.50 "," 2,742.33 ", 30.17 
" 8,127.00 "," 3,303.92 "," 3,246.17 ", 57.75 ," 2,760.83 "," 2,730.83 ", 30.00 ," 2,774.75 "," 2,744.75 ", 30.00 
" 8,131.50 "," 3,306.17 "," 3,248.67 ", 57.50 ," 2,763.08 "," 2,733.25 ", 29.83 ," 2,777.00 "," 2,747.17 ", 29.83 
" 8,136.00 "," 3,308.33 "," 3,251.08 ", 57.25 ," 2,765.25 "," 2,735.50 ", 29.75 ," 2,779.17 "," 2,749.42 ", 29.75 
" 8,140.50 "," 3,310.58 "," 3,253.58 ", 57.00 ," 2,767.50 "," 2,737.92 ", 29.58 ," 2,781.42 "," 2,751.83 ", 29.58 
" 8,145.00 "," 3,312.83 "," 3,256.08 ", 56.75 ," 2,769.75 "," 2,740.33 ", 29.42 ," 2,783.67 "," 2,754.25 ", 29.42 
" 8,149.50 "," 3,315.08 "," 3,258.67 ", 56.42 ," 2,772.00 "," 2,742.67 ", 29.33 ," 2,785.92 "," 2,756.58 ", 29.33 
" 8,154.00 "," 3,317.25 "," 3,261.08 ", 56.17 ," 2,774.17 "," 2,745.00 ", 29.17 ," 2,788.08 "," 2,758.92 ", 29.17 
" 8,158.50 "," 3,319.50 "," 3,263.58 ", 55.92 ," 2,776.42 "," 2,747.33 ", 29.08 ," 2,790.33 "," 2,761.25 ", 29.08 
" 8,163.00 "," 3,321.75 "," 3,266.08 ", 55.67 ," 2,778.67 "," 2,749.75 ", 28.92 ," 2,792.58 "," 2,763.67 ", 28.92 
" 8,167.50 "," 3,323.92 "," 3,268.50 ", 55.42 ," 2,780.83 "," 2,752.08 ", 28.75 ," 2,794.75 "," 2,766.00 ", 28.75 
" 8,172.00 "," 3,326.17 "," 3,271.00 ", 55.17 ," 2,783.08 "," 2,754.42 ", 28.67 ," 2,797.00 "," 2,768.33 ", 28.67 
" 8,176.50 "," 3,328.42 "," 3,273.58 ", 54.83 ," 2,785.33 "," 2,756.83 ", 28.50 ," 2,799.25 "," 2,770.75 ", 28.50 
" 8,181.00 "," 3,330.67 "," 3,276.08 ", 54.58 ," 2,787.58 "," 2,759.25 ", 28.33 ," 2,801.50 "," 2,773.17 ", 28.33 
" 8,185.50 "," 3,332.83 "," 3,278.50 ", 54.33 ," 2,789.75 "," 2,761.50 ", 28.25 ," 2,803.67 "," 2,775.42 ", 28.25 
" 8,190.00 "," 3,335.08 "," 3,281.00 ", 54.08 ," 2,792.00 "," 2,763.92 ", 28.08 ," 2,805.92 "," 2,777.83 ", 28.08 
" 8,194.50 "," 3,337.33 "," 3,283.50 ", 53.83 ," 2,794.25 "," 2,766.33 ", 27.92 ," 2,808.17 "," 2,780.25 ", 27.92 
" 8,199.00 "," 3,339.58 "," 3,286.00 ", 53.58 ," 2,796.50 "," 2,768.67 ", 27.83 ," 2,810.42 "," 2,782.58 ", 27.83 
" 8,203.50 "," 3,341.75 "," 3,288.50 ", 53.25 ," 2,798.67 "," 2,771.00 ", 27.67 ," 2,812.58 "," 2,784.92 ", 27.67 
" 8,208.00 "," 3,344.00 "," 3,291.00 ", 53.00 ," 2,800.92 "," 2,773.33 ", 27.58 ," 2,814.83 "," 2,787.25 ", 27.58 
" 8,212.50 "," 3,346.25 "," 3,293.50 ", 52.75 ," 2,803.17 "," 2,775.75 ", 27.42 ," 2,817.08 "," 2,789.67 ", 27.42 
" 8,217.00 "," 3,348.42 "," 3,295.92 ", 52.50 ," 2,805.33 "," 2,778.08 ", 27.25 ," 2,819.25 "," 2,792.00 ", 27.25 
" 8,221.50 "," 3,350.67 "," 3,298.42 ", 52.25 ," 2,807.58 "," 2,780.42 ", 27.17 ," 2,821.50 "," 2,794.33 ", 27.17 
" 8,226.00 "," 3,352.92 "," 3,300.92 ", 52.00 ," 2,809.83 "," 2,782.83 ", 27.00 ," 2,823.75 "," 2,796.75 ", 27.00 
" 8,230.50 "," 3,355.17 "," 3,303.50 ", 51.67 ," 2,812.08 "," 2,785.25 ", 26.83 ," 2,826.00 "," 2,799.17 ", 26.83 
" 8,235.00 "," 3,357.33 "," 3,305.92 ", 51.42 ," 2,814.25 "," 2,787.50 ", 26.75 ," 2,828.17 "," 2,801.42 ", 26.75 
" 8,239.50 "," 3,359.58 "," 3,308.42 ", 51.17 ," 2,816.50 "," 2,789.92 ", 26.58 ," 2,830.42 "," 2,803.83 ", 26.58 
" 8,244.00 "," 3,361.83 "," 3,310.92 ", 50.92 ," 2,818.75 "," 2,792.33 ", 26.42 ," 2,832.67 "," 2,806.25 ", 26.42 
" 8,248.50 "," 3,364.08 "," 3,313.42 ", 50.67 ," 2,821.00 "," 2,794.67 ", 26.33 ," 2,834.92 "," 2,808.58 ", 26.33 
" 8,253.00 "," 3,366.25 "," 3,315.83 ", 50.42 ," 2,823.17 "," 2,797.00 ", 26.17 ," 2,837.08 "," 2,810.92 ", 26.17 
" 8,257.50 "," 3,368.50 "," 3,318.42 ", 50.08 ," 2,825.42 "," 2,799.33 ", 26.08 ," 2,839.33 "," 2,813.25 ", 26.08 
" 8,262.00 "," 3,370.75 "," 3,320.92 ", 49.83 ," 2,827.67 "," 2,801.75 ", 25.92 ," 2,841.58 "," 2,815.67 ", 25.92 
" 8,266.50 "," 3,373.00 "," 3,323.42 ", 49.58 ," 2,829.92 "," 2,804.17 ", 25.75 ," 2,843.83 "," 2,818.08 ", 25.75 
" 8,271.00 "," 3,375.17 "," 3,325.83 ", 49.33 ," 2,832.08 "," 2,806.42 ", 25.67 ," 2,846.00 "," 2,820.33 ", 25.67 
" 8,275.50 "," 3,377.42 "," 3,328.33 ", 49.08 ," 2,834.33 "," 2,808.83 ", 25.50 ," 2,848.25 "," 2,822.75 ", 25.50 
" 8,280.00 "," 3,379.67 "," 3,330.83 ", 48.83 ," 2,836.58 "," 2,811.25 ", 25.33 ," 2,850.50 "," 2,825.17 ", 25.33 
" 8,284.50 "," 3,381.83 "," 3,333.33 ", 48.50 ," 2,838.75 "," 2,813.50 ", 25.25 ," 2,852.67 "," 2,827.42 ", 25.25 
" 8,289.00 "," 3,384.08 "," 3,335.83 ", 48.25 ," 2,841.00 "," 2,815.92 ", 25.08 ," 2,854.92 "," 2,829.83 ", 25.08 
" 8,293.50 "," 3,386.33 "," 3,338.33 ", 48.00 ," 2,843.25 "," 2,818.33 ", 24.92 ," 2,857.17 "," 2,832.25 ", 24.92 
" 8,298.00 "," 3,388.58 "," 3,340.83 ", 47.75 ," 2,845.50 "," 2,820.67 ", 24.83 ," 2,859.42 "," 2,834.58 ", 24.83 
" 8,302.50 "," 3,390.75 "," 3,343.25 ", 47.50 ," 2,847.67 "," 2,823.00 ", 24.67 ," 2,861.58 "," 2,836.92 ", 24.67 
" 8,307.00 "," 3,393.00 "," 3,345.75 ", 47.25 ," 2,849.92 "," 2,825.33 ", 24.58 ," 2,863.83 "," 2,839.25 ", 24.58 
" 8,311.50 "," 3,395.25 "," 3,348.33 ", 46.92 ," 2,852.17 "," 2,827.75 ", 24.42 ," 2,866.08 "," 2,841.67 ", 24.42 
" 8,316.00 "," 3,397.50 "," 3,350.83 ", 46.67 ," 2,854.42 "," 2,830.17 ", 24.25 ," 2,868.33 "," 2,844.08 ", 24.25 
" 8,320.50 "," 3,399.67 "," 3,353.25 ", 46.42 ," 2,856.58 "," 2,832.42 ", 24.17 ," 2,870.50 "," 2,846.33 ", 24.17 
" 8,325.00 "," 3,401.92 "," 3,355.75 ", 46.17 ," 2,858.83 "," 2,834.83 ", 24.00 ," 2,872.75 "," 2,848.75 ", 24.00 
" 8,329.50 "," 3,404.17 "," 3,358.25 ", 45.92 ," 2,861.08 "," 2,837.25 ", 23.83 ," 2,875.00 "," 2,851.17 ", 23.83 
" 8,334.00 "," 3,406.33 "," 3,360.67 ", 45.67 ," 2,863.25 "," 2,839.50 ", 23.75 ," 2,877.17 "," 2,853.42 ", 23.75 
" 8,338.50 "," 3,408.58 "," 3,363.25 ", 45.33 ," 2,865.50 "," 2,841.92 ", 23.58 ," 2,879.42 "," 2,855.83 ", 23.58 
" 8,343.00 "," 3,410.83 "," 3,365.75 ", 45.08 ," 2,867.75 "," 2,844.33 ", 23.42 ," 2,881.67 "," 2,858.25 ", 23.42 
" 8,347.50 "," 3,413.08 "," 3,368.25 ", 44.83 ," 2,870.00 "," 2,846.67 ", 23.33 ," 2,883.92 "," 2,860.58 ", 23.33 
" 8,352.00 "," 3,415.25 "," 3,370.67 ", 44.58 ," 2,872.17 "," 2,849.00 ", 23.17 ," 2,886.08 "," 2,862.92 ", 23.17 
" 8,356.50 "," 3,417.50 "," 3,373.17 ", 44.33 ," 2,874.42 "," 2,851.33 ", 23.08 ," 2,888.33 "," 2,865.25 ", 23.08 
" 8,361.00 "," 3,419.75 "," 3,375.67 ", 44.08 ," 2,876.67 "," 2,853.75 ", 22.92 ," 2,890.58 "," 2,867.67 ", 22.92 
" 8,365.50 "," 3,422.00 "," 3,378.17 ", 43.83 ," 2,878.92 "," 2,856.17 ", 22.75 ," 2,892.83 "," 2,870.08 ", 22.75 
" 8,370.00 "," 3,424.17 "," 3,380.67 ", 43.50 ," 2,881.08 "," 2,858.42 ", 22.67 ," 2,895.00 "," 2,872.33 ", 22.67 
" 8,374.50 "," 3,426.42 "," 3,383.17 ", 43.25 ," 2,883.33 "," 2,860.83 ", 22.50 ," 2,897.25 "," 2,874.75 ", 22.50 
" 8,379.00 "," 3,428.67 "," 3,385.67 ", 43.00 ," 2,885.58 "," 2,863.25 ", 22.33 ," 2,899.50 "," 2,877.17 ", 22.33 
" 8,383.50 "," 3,430.83 "," 3,388.08 ", 42.75 ," 2,887.75 "," 2,865.50 ", 22.25 ," 2,901.67 "," 2,879.42 ", 22.25 
" 8,388.00 "," 3,433.08 "," 3,390.58 ", 42.50 ," 2,890.00 "," 2,867.92 ", 22.08 ," 2,903.92 "," 2,881.83 ", 22.08 
" 8,392.50 "," 3,435.33 "," 3,393.08 ", 42.25 ," 2,892.25 "," 2,870.33 ", 21.92 ," 2,906.17 "," 2,884.25 ", 21.92 
" 8,397.00 "," 3,437.58 "," 3,395.67 ", 41.92 ," 2,894.50 "," 2,872.67 ", 21.83 ," 2,908.42 "," 2,886.58 ", 21.83 
" 8,401.50 "," 3,439.75 "," 3,398.08 ", 41.67 ," 2,896.67 "," 2,875.00 ", 21.67 ," 2,910.58 "," 2,888.92 ", 21.67 
" 8,406.00 "," 3,442.00 "," 3,400.58 ", 41.42 ," 2,898.92 "," 2,877.33 ", 21.58 ," 2,912.83 "," 2,891.25 ", 21.58 
" 8,410.50 "," 3,444.25 "," 3,403.08 ", 41.17 ," 2,901.17 "," 2,879.75 ", 21.42 ," 2,915.08 "," 2,893.67 ", 21.42 
" 8,415.00 "," 3,446.50 "," 3,405.58 ", 40.92 ," 2,903.42 "," 2,882.17 ", 21.25 ," 2,917.33 "," 2,896.08 ", 21.25 
" 8,419.50 "," 3,448.67 "," 3,408.00 ", 40.67 ," 2,905.58 "," 2,884.42 ", 21.17 ," 2,919.50 "," 2,898.33 ", 21.17 
" 8,424.00 "," 3,450.92 "," 3,410.58 ", 40.33 ," 2,907.83 "," 2,886.83 ", 21.00 ," 2,921.75 "," 2,900.75 ", 21.00 
" 8,428.50 "," 3,453.17 "," 3,413.08 ", 40.08 ," 2,910.08 "," 2,889.25 ", 20.83 ," 2,924.00 "," 2,903.17 ", 20.83 
" 8,433.00 "," 3,455.42 "," 3,415.58 ", 39.83 ," 2,912.33 "," 2,891.58 ", 20.75 ," 2,926.25 "," 2,905.50 ", 20.75 
" 8,437.50 "," 3,457.58 "," 3,418.00 ", 39.58 ," 2,914.50 "," 2,893.92 ", 20.58 ," 2,928.42 "," 2,907.83 ", 20.58 
" 8,442.00 "," 3,459.83 "," 3,420.50 ", 39.33 ," 2,916.75 "," 2,896.33 ", 20.42 ," 2,930.67 "," 2,910.25 ", 20.42 
" 8,446.50 "," 3,462.08 "," 3,423.00 ", 39.08 ," 2,919.00 "," 2,898.67 ", 20.33 ," 2,932.92 "," 2,912.58 ", 20.33 
" 8,451.00 "," 3,464.25 "," 3,425.50 ", 38.75 ," 2,921.17 "," 2,901.00 ", 20.17 ," 2,935.08 "," 2,914.92 ", 20.17 
" 8,455.50 "," 3,466.50 "," 3,428.00 ", 38.50 ," 2,923.42 "," 2,903.33 ", 20.08 ," 2,937.33 "," 2,917.25 ", 20.08 
" 8,460.00 "," 3,468.75 "," 3,430.50 ", 38.25 ," 2,925.67 "," 2,905.75 ", 19.92 ," 2,939.58 "," 2,919.67 ", 19.92 
" 8,464.50 "," 3,471.00 "," 3,433.00 ", 38.00 ," 2,927.92 "," 2,908.17 ", 19.75 ," 2,941.83 "," 2,922.08 ", 19.75 
" 8,469.00 "," 3,473.17 "," 3,435.42 ", 37.75 ," 2,930.08 "," 2,910.42 ", 19.67 ," 2,944.00 "," 2,924.33 ", 19.67 
" 8,473.50 "," 3,475.42 "," 3,437.92 ", 37.50 ," 2,932.33 "," 2,912.83 ", 19.50 ," 2,946.25 "," 2,926.75 ", 19.50 
" 8,478.00 "," 3,477.67 "," 3,440.50 ", 37.17 ," 2,934.58 "," 2,915.25 ", 19.33 ," 2,948.50 "," 2,929.17 ", 19.33 
" 8,482.50 "," 3,479.92 "," 3,443.00 ", 36.92 ," 2,936.83 "," 2,917.58 ", 19.25 ," 2,950.75 "," 2,931.50 ", 19.25 
" 8,487.00 "," 3,482.08 "," 3,445.42 ", 36.67 ," 2,939.00 "," 2,919.92 ", 19.08 ," 2,952.92 "," 2,933.83 ", 19.08 
" 8,491.50 "," 3,484.33 "," 3,447.92 ", 36.42 ," 2,941.25 "," 2,922.33 ", 18.92 ," 2,955.17 "," 2,936.25 ", 18.92 
" 8,496.00 "," 3,486.58 "," 3,450.42 ", 36.17 ," 2,943.50 "," 2,924.67 ", 18.83 ," 2,957.42 "," 2,938.58 ", 18.83 
" 8,500.50 "," 3,488.75 "," 3,452.83 ", 35.92 ," 2,945.67 "," 2,927.00 ", 18.67 ," 2,959.58 "," 2,940.92 ", 18.67 
" 8,505.00 "," 3,491.00 "," 3,455.42 ", 35.58 ," 2,947.92 "," 2,929.33 ", 18.58 ," 2,961.83 "," 2,943.25 ", 18.58 
" 8,509.50 "," 3,493.25 "," 3,457.92 ", 35.33 ," 2,950.17 "," 2,931.75 ", 18.42 ," 2,964.08 "," 2,945.67 ", 18.42 
" 8,514.00 "," 3,495.50 "," 3,460.42 ", 35.08 ," 2,952.42 "," 2,934.17 ", 18.25 ," 2,966.33 "," 2,948.08 ", 18.25 
" 8,518.50 "," 3,497.67 "," 3,462.83 ", 34.83 ," 2,954.58 "," 2,936.42 ", 18.17 ," 2,968.50 "," 2,950.33 ", 18.17 
" 8,523.00 "," 3,499.92 "," 3,465.33 ", 34.58 ," 2,956.83 "," 2,938.83 ", 18.00 ," 2,970.75 "," 2,952.75 ", 18.00 
" 8,527.50 "," 3,502.17 "," 3,467.83 ", 34.33 ," 2,959.08 "," 2,941.25 ", 17.83 ," 2,973.00 "," 2,955.17 ", 17.83 
" 8,532.00 "," 3,504.42 "," 3,470.42 ", 34.00 ," 2,961.33 "," 2,943.58 ", 17.75 ," 2,975.25 "," 2,957.50 ", 17.75 
" 8,536.50 "," 3,506.58 "," 3,472.83 ", 33.75 ," 2,963.50 "," 2,945.92 ", 17.58 ," 2,977.42 "," 2,959.83 ", 17.58 
" 8,541.00 "," 3,508.83 "," 3,475.33 ", 33.50 ," 2,965.75 "," 2,948.33 ", 17.42 ," 2,979.67 "," 2,962.25 ", 17.42 
" 8,545.50 "," 3,511.08 "," 3,477.83 ", 33.25 ," 2,968.00 "," 2,950.67 ", 17.33 ," 2,981.92 "," 2,964.58 ", 17.33 
" 8,550.00 "," 3,513.25 "," 3,480.25 ", 33.00 ," 2,970.17 "," 2,953.00 ", 17.17 ," 2,984.08 "," 2,966.92 ", 17.17 
" 8,554.50 "," 3,515.50 "," 3,482.75 ", 32.75 ," 2,972.42 "," 2,955.33 ", 17.08 ," 2,986.33 "," 2,969.25 ", 17.08 
" 8,559.00 "," 3,517.75 "," 3,485.33 ", 32.42 ," 2,974.67 "," 2,957.75 ", 16.92 ," 2,988.58 "," 2,971.67 ", 16.92 
" 8,563.50 "," 3,520.00 "," 3,487.83 ", 32.17 ," 2,976.92 "," 2,960.17 ", 16.75 ," 2,990.83 "," 2,974.08 ", 16.75 
" 8,568.00 "," 3,522.17 "," 3,490.25 ", 31.92 ," 2,979.08 "," 2,962.42 ", 16.67 ," 2,993.00 "," 2,976.33 ", 16.67 
" 8,572.50 "," 3,524.42 "," 3,492.75 ", 31.67 ," 2,981.33 "," 2,964.83 ", 16.50 ," 2,995.25 "," 2,978.75 ", 16.50 
" 8,577.00 "," 3,526.67 "," 3,495.25 ", 31.42 ," 2,983.58 "," 2,967.25 ", 16.33 ," 2,997.50 "," 2,981.17 ", 16.33 
" 8,581.50 "," 3,528.92 "," 3,497.75 ", 31.17 ," 2,985.83 "," 2,969.58 ", 16.25 ," 2,999.75 "," 2,983.50 ", 16.25 
" 8,586.00 "," 3,531.08 "," 3,500.25 ", 30.83 ," 2,988.00 "," 2,971.92 ", 16.08 ," 3,001.92 "," 2,985.83 ", 16.08 
" 8,590.50 "," 3,533.33 "," 3,502.75 ", 30.58 ," 2,990.25 "," 2,974.33 ", 15.92 ," 3,004.17 "," 2,988.25 ", 15.92 
" 8,595.00 "," 3,535.58 "," 3,505.25 ", 30.33 ," 2,992.50 "," 2,976.67 ", 15.83 ," 3,006.42 "," 2,990.58 ", 15.83 
" 8,599.50 "," 3,537.83 "," 3,507.75 ", 30.08 ," 2,994.75 "," 2,979.08 ", 15.67 ," 3,008.67 "," 2,993.00 ", 15.67 
" 8,604.00 "," 3,540.00 "," 3,510.17 ", 29.83 ," 2,996.92 "," 2,981.33 ", 15.58 ," 3,010.83 "," 2,995.25 ", 15.58 
" 8,608.50 "," 3,542.25 "," 3,512.67 ", 29.58 ," 2,999.17 "," 2,983.75 ", 15.42 ," 3,013.08 "," 2,997.67 ", 15.42 
" 8,613.00 "," 3,544.50 "," 3,515.25 ", 29.25 ," 3,001.42 "," 2,986.17 ", 15.25 ," 3,015.33 "," 3,000.08 ", 15.25 
" 8,617.50 "," 3,546.67 "," 3,517.67 ", 29.00 ," 3,003.58 "," 2,988.42 ", 15.17 ," 3,017.50 "," 3,002.33 ", 15.17 
" 8,622.00 "," 3,548.92 "," 3,520.17 ", 28.75 ," 3,005.83 "," 2,990.83 ", 15.00 ," 3,019.75 "," 3,004.75 ", 15.00 
" 8,626.50 "," 3,551.17 "," 3,522.67 ", 28.50 ," 3,008.08 "," 2,993.25 ", 14.83 ," 3,022.00 "," 3,007.17 ", 14.83 
" 8,631.00 "," 3,553.42 "," 3,525.17 ", 28.25 ," 3,010.33 "," 2,995.58 ", 14.75 ," 3,024.25 "," 3,009.50 ", 14.75 
" 8,635.50 "," 3,555.58 "," 3,527.58 ", 28.00 ," 3,012.50 "," 2,997.92 ", 14.58 ," 3,026.42 "," 3,011.83 ", 14.58 
" 8,640.00 "," 3,557.83 "," 3,530.17 ", 27.67 ," 3,014.75 "," 3,000.33 ", 14.42 ," 3,028.67 "," 3,014.25 ", 14.42 
" 8,644.50 "," 3,560.08 "," 3,532.67 ", 27.42 ," 3,017.00 "," 3,002.67 ", 14.33 ," 3,030.92 "," 3,016.58 ", 14.33 
" 8,649.00 "," 3,562.33 "," 3,535.17 ", 27.17 ," 3,019.25 "," 3,005.08 ", 14.17 ," 3,033.17 "," 3,019.00 ", 14.17 
